time,S,E,I,W,R
0.0,157.0,10.0,20.0,0.0,0.0
0.05000000000000001,155.0,14.0,21.0,0.0,0.0
0.10000000000000002,152.0,16.0,23.0,0.0,0.0
0.15000000000000002,145.0,19.0,23.0,0.0,0.0
0.20000000000000004,142.0,21.0,22.0,0.0,0.0
0.25000000000000006,140.0,22.0,22.0,0.0,0.0
0.30000000000000004,136.0,25.0,21.0,0.0,0.0
0.3500000000000001,133.0,31.0,20.0,0.0,0.0
0.4000000000000001,134.0,30.0,17.0,0.0,0.0
0.45000000000000007,132.0,32.0,17.0,0.0,0.0
0.5000000000000001,129.0,32.0,20.0,0.0,0.0
0.5500000000000002,122.0,35.0,24.0,0.0,0.0
0.6000000000000001,121.0,35.0,23.0,0.0,0.0
0.6500000000000001,115.0,36.0,26.0,0.0,0.0
0.7000000000000002,111.0,36.0,30.0,0.0,0.0
0.7500000000000001,107.0,35.0,34.0,0.0,0.0
0.8000000000000002,107.0,34.0,35.0,0.0,0.0
0.8500000000000002,107.0,33.0,35.0,0.0,0.0
0.9000000000000001,104.0,31.0,37.0,0.0,0.0
0.9500000000000002,97.0,35.0,37.0,0.0,0.0
1.0000000000000002,94.0,38.0,36.0,0.0,0.0
1.0500000000000003,39.6,38.0,37.0,53.4,0.0
1.1000000000000003,41.6,36.0,39.0,52.4,0.0
1.1500000000000001,39.6,37.0,44.0,48.4,0.0
1.2000000000000002,41.6,38.0,43.0,47.4,0.0
1.2500000000000002,41.6,39.0,42.0,45.4,0.0
1.3000000000000003,43.6,38.0,43.0,45.4,0.0
1.3500000000000003,42.6,38.0,41.0,44.4,0.0
1.4000000000000004,41.6,36.0,41.0,43.4,0.0
1.4500000000000002,43.6,36.0,44.0,41.4,0.0
1.5000000000000002,43.6,40.0,43.0,36.4,0.0
1.5500000000000003,44.6,41.0,39.0,32.4,0.0
1.6000000000000003,44.6,39.0,40.0,32.4,0.0
1.6500000000000004,41.6,41.0,38.0,30.4,0.0
1.7000000000000004,37.6,48.0,39.0,26.4,0.0
1.7500000000000004,41.6,47.0,38.0,25.4,0.0
1.8000000000000003,40.6,46.0,38.0,25.4,0.0
1.8500000000000003,40.6,44.0,40.0,25.4,0.0
1.9000000000000004,38.6,40.0,46.0,25.4,0.0
1.9500000000000004,39.6,44.0,46.0,22.4,0.0
2.0000000000000004,38.6,43.0,44.0,21.4,0.0
2.0500000000000003,16.44,39.0,46.0,44.56,0.0
2.1000000000000005,15.440000000000001,40.0,47.0,43.56,0.0
2.1500000000000004,17.44,39.0,46.0,43.56,0.0
2.2000000000000006,20.44,37.0,47.0,43.56,0.0
2.2500000000000004,24.44,35.0,48.0,43.56,0.0
2.3000000000000003,27.44,34.0,49.0,42.56,0.0
2.3500000000000005,22.44,38.0,48.0,38.56,0.0
2.4000000000000004,23.44,40.0,47.0,36.56,0.0
2.4500000000000006,22.44,42.0,49.0,34.56,0.0
2.5000000000000004,22.44,45.0,46.0,32.56,0.0
2.5500000000000007,22.44,40.0,49.0,30.560000000000002,0.0
2.6000000000000005,21.44,40.0,48.0,29.560000000000002,0.0
2.6500000000000004,20.44,44.0,48.0,25.560000000000002,0.0
2.7000000000000006,21.44,44.0,49.0,23.560000000000002,0.0
2.7500000000000004,23.44,44.0,47.0,21.560000000000002,0.0
2.8000000000000007,27.44,44.0,42.0,20.560000000000002,0.0
2.8500000000000005,23.44,46.0,45.0,20.560000000000002,0.0
2.9000000000000004,22.44,43.0,44.0,19.560000000000002,0.0
2.9500000000000006,23.44,43.0,43.0,19.560000000000002,0.0
3.0000000000000004,9.776000000000002,40.0,39.0,34.224000000000004,0.0
3.0500000000000007,11.776000000000002,38.0,40.0,34.224000000000004,0.0
3.1000000000000005,13.776000000000002,38.0,37.0,33.224000000000004,0.0
3.150000000000001,15.776000000000003,40.0,34.0,30.224000000000004,0.0
3.2000000000000006,15.776000000000003,38.0,35.0,28.224000000000004,0.0
3.2500000000000004,18.776000000000003,39.0,33.0,26.224000000000004,0.0
3.3000000000000007,18.776000000000003,37.0,34.0,26.224000000000004,0.0
3.3500000000000005,20.776000000000003,32.0,37.0,25.224000000000004,0.0
3.400000000000001,18.776000000000003,32.0,38.0,25.224000000000004,0.0
3.4500000000000006,25.776000000000003,32.0,38.0,24.224000000000004,0.0
3.500000000000001,22.776000000000003,35.0,37.0,23.224000000000004,0.0
3.5500000000000007,24.776000000000003,37.0,34.0,22.224000000000004,0.0
3.6000000000000005,26.776000000000003,37.0,35.0,22.224000000000004,0.0
3.650000000000001,27.776000000000003,37.0,35.0,21.224000000000004,0.0
3.7000000000000006,29.776000000000003,38.0,38.0,18.224000000000004,0.0
3.750000000000001,29.776000000000003,39.0,38.0,18.224000000000004,0.0
3.8000000000000007,33.776,36.0,39.0,17.224000000000004,0.0
3.8500000000000005,38.776,34.0,40.0,14.224000000000004,0.0
3.900000000000001,37.776,33.0,41.0,14.224000000000004,0.0
3.9500000000000006,41.776,35.0,38.0,13.224000000000004,0.0
4.000000000000001,16.710400000000003,36.0,37.0,38.28960000000001,0.0
4.050000000000001,18.710400000000003,37.0,37.0,36.28960000000001,0.0
4.1000000000000005,22.710400000000003,37.0,35.0,32.28960000000001,0.0
4.150000000000001,24.710400000000003,38.0,36.0,28.289600000000007,0.0
4.200000000000001,26.710400000000003,37.0,36.0,27.289600000000007,0.0
4.250000000000001,23.710400000000003,39.0,35.0,26.289600000000007,0.0
4.300000000000001,24.710400000000003,38.0,38.0,25.289600000000007,0.0
4.3500000000000005,26.710400000000003,37.0,38.0,24.289600000000007,0.0
4.400000000000001,28.710400000000003,33.0,43.0,24.289600000000007,0.0
4.450000000000001,28.710400000000003,33.0,41.0,24.289600000000007,0.0
4.500000000000001,31.710400000000003,33.0,42.0,23.289600000000007,0.0
