time,S,E,I,W,R
0.0,157.0,10.0,20.0,0.0,0.0
0.05000000000000001,155.0,11.0,22.0,0.0,0.0
0.10000000000000002,154.0,13.0,22.0,0.0,0.0
0.15000000000000002,148.0,15.0,22.0,0.0,0.0
0.20000000000000004,147.0,15.0,22.0,0.0,0.0
0.25000000000000006,140.0,19.0,23.0,0.0,0.0
0.30000000000000004,134.0,23.0,20.0,0.0,0.0
0.3500000000000001,132.0,22.0,22.0,0.0,0.0
0.4000000000000001,131.0,22.0,21.0,0.0,0.0
0.45000000000000007,127.0,24.0,23.0,0.0,0.0
0.5000000000000001,124.0,24.0,23.0,0.0,0.0
0.5500000000000002,124.0,23.0,26.0,0.0,0.0
0.6000000000000001,119.0,26.0,25.0,0.0,0.0
0.6500000000000001,113.0,30.0,24.0,0.0,0.0
0.7000000000000002,109.0,31.0,27.0,0.0,0.0
0.7500000000000001,105.0,33.0,30.0,0.0,0.0
0.8000000000000002,101.0,34.0,29.0,0.0,0.0
0.8500000000000002,99.0,32.0,29.0,0.0,0.0
0.9000000000000001,97.0,33.0,27.0,0.0,0.0
0.9500000000000002,90.0,36.0,29.0,0.0,0.0
1.0000000000000002,34.0,38.0,30.0,51.0,0.0
1.0500000000000003,34.0,40.0,29.0,48.0,0.0
1.1000000000000003,34.0,42.0,32.0,44.0,0.0
1.1500000000000001,35.0,38.0,34.0,43.0,0.0
1.2000000000000002,36.0,40.0,35.0,41.0,0.0
1.2500000000000002,34.0,40.0,34.0,41.0,0.0
1.3000000000000003,38.0,38.0,33.0,40.0,0.0
1.3500000000000003,41.0,38.0,31.0,40.0,0.0
1.4000000000000004,45.0,38.0,26.0,40.0,0.0
1.4500000000000002,44.0,36.0,29.0,38.0,0.0
1.5000000000000002,41.0,35.0,26.0,38.0,0.0
1.5500000000000003,43.0,36.0,26.0,37.0,0.0
1.6000000000000003,45.0,36.0,25.0,34.0,0.0
1.6500000000000004,45.0,38.0,25.0,32.0,0.0
1.7000000000000004,50.0,36.0,27.0,31.0,0.0
1.7500000000000004,46.0,39.0,25.0,29.0,0.0
1.8000000000000003,42.0,43.0,24.0,27.0,0.0
1.8500000000000003,43.0,42.0,26.0,27.0,0.0
1.9000000000000004,41.0,43.0,26.0,27.0,0.0
1.9500000000000004,42.0,40.0,31.0,26.0,0.0
2.0000000000000004,16.8,38.0,29.0,51.2,0.0
2.0500000000000003,18.8,36.0,28.0,51.2,0.0
2.1000000000000005,23.8,31.0,32.0,49.2,0.0
2.1500000000000004,23.8,30.0,30.0,48.2,0.0
2.2000000000000006,25.8,29.0,31.0,45.2,0.0
2.2500000000000004,27.8,30.0,29.0,42.2,0.0
2.3000000000000003,29.8,33.0,30.0,39.2,0.0
2.3500000000000005,32.8,31.0,30.0,39.2,0.0
2.4000000000000004,30.799999999999997,32.0,31.0,38.2,0.0
2.4500000000000006,31.799999999999997,33.0,28.0,38.2,0.0
2.5000000000000004,33.8,35.0,28.0,36.2,0.0
2.5500000000000007,35.8,30.0,32.0,34.2,0.0
2.6000000000000005,37.8,30.0,36.0,33.2,0.0
2.6500000000000004,36.8,30.0,38.0,32.2,0.0
2.7000000000000006,39.8,33.0,37.0,30.200000000000003,0.0
2.7500000000000004,38.8,31.0,41.0,30.200000000000003,0.0
2.8000000000000007,38.8,34.0,38.0,29.200000000000003,0.0
2.8500000000000005,33.8,41.0,38.0,26.200000000000003,0.0
2.9000000000000004,30.799999999999997,44.0,35.0,26.200000000000003,0.0
2.9500000000000006,32.8,44.0,32.0,26.200000000000003,0.0
3.0000000000000004,30.799999999999997,45.0,32.0,25.200000000000003,0.0
3.0500000000000007,13.719999999999999,43.0,35.0,42.28,0.0
3.1000000000000005,12.719999999999999,42.0,35.0,42.28,0.0
3.150000000000001,13.719999999999999,41.0,33.0,41.28,0.0
3.2000000000000006,16.72,39.0,32.0,40.28,0.0
3.2500000000000004,18.72,38.0,32.0,39.28,0.0
3.3000000000000007,16.72,35.0,37.0,39.28,0.0
3.3500000000000005,20.72,35.0,36.0,38.28,0.0
3.400000000000001,25.72,34.0,37.0,34.28,0.0
3.4500000000000006,26.72,34.0,37.0,33.28,0.0
3.500000000000001,28.72,34.0,35.0,32.28,0.0
3.5500000000000007,29.72,34.0,35.0,31.28,0.0
3.6000000000000005,25.72,34.0,36.0,31.28,0.0
3.650000000000001,26.72,32.0,34.0,31.28,0.0
3.7000000000000006,28.72,31.0,35.0,28.28,0.0
3.750000000000001,31.72,30.0,36.0,26.28,0.0
3.8000000000000007,30.72,36.0,37.0,24.28,0.0
3.8500000000000005,35.72,35.0,36.0,22.28,0.0
3.900000000000001,39.72,36.0,35.0,21.28,0.0
3.9500000000000006,39.72,39.0,32.0,20.28,0.0
