time,S,E,I,W,R
0.0,157.0,10.0,20.0,0.0,0.0
0.05000000000000001,157.0,11.0,21.0,0.0,0.0
0.10000000000000002,149.0,18.0,23.0,0.0,0.0
0.15000000000000002,142.0,24.0,20.0,0.0,0.0
0.20000000000000004,140.0,23.0,22.0,0.0,0.0
0.25000000000000006,138.0,25.0,21.0,0.0,0.0
0.30000000000000004,134.0,27.0,21.0,0.0,0.0
0.3500000000000001,129.0,31.0,21.0,0.0,0.0
0.4000000000000001,126.0,27.0,24.0,0.0,0.0
0.45000000000000007,125.0,25.0,26.0,0.0,0.0
0.5000000000000001,121.0,28.0,27.0,0.0,0.0
0.5500000000000002,111.0,33.0,30.0,0.0,0.0
0.6000000000000001,106.0,34.0,33.0,0.0,0.0
0.6500000000000001,103.0,32.0,34.0,0.0,0.0
0.7000000000000002,98.0,37.0,32.0,0.0,0.0
0.7500000000000001,100.0,32.0,35.0,0.0,0.0
0.8000000000000002,93.0,37.0,33.0,0.0,0.0
0.8500000000000002,92.0,36.0,35.0,0.0,0.0
0.9000000000000001,92.0,35.0,34.0,0.0,0.0
0.9500000000000002,90.0,37.0,33.0,0.0,0.0
1.0000000000000002,35.2,33.0,33.0,52.8,0.0
1.0500000000000003,36.2,32.0,37.0,48.8,0.0
1.1000000000000003,36.2,33.0,34.0,48.8,0.0
1.1500000000000001,39.2,34.0,31.0,46.8,0.0
1.2000000000000002,42.2,33.0,32.0,46.8,0.0
1.2500000000000002,37.2,33.0,34.0,44.8,0.0
1.3000000000000003,39.2,33.0,35.0,42.8,0.0
1.3500000000000003,40.2,27.0,37.0,41.8,0.0
1.4000000000000004,38.2,29.0,33.0,40.8,0.0
1.4500000000000002,42.2,28.0,32.0,38.8,0.0
1.5000000000000002,43.2,28.0,32.0,37.8,0.0
1.5500000000000003,44.2,28.0,32.0,33.8,0.0
1.6000000000000003,42.2,25.0,32.0,32.8,0.0
1.6500000000000004,43.2,24.0,32.0,31.799999999999997,0.0
1.7000000000000004,44.2,26.0,34.0,28.799999999999997,0.0
1.7500000000000004,44.2,30.0,35.0,24.799999999999997,0.0
1.8000000000000003,44.2,29.0,34.0,24.799999999999997,0.0
1.8500000000000003,42.2,31.0,31.0,24.799999999999997,0.0
1.9000000000000004,41.2,29.0,33.0,24.799999999999997,0.0
1.9500000000000004,41.2,32.0,32.0,24.799999999999997,0.0
2.0000000000000004,43.2,30.0,35.0,22.799999999999997,0.0
2.0500000000000003,19.28,31.0,33.0,47.72,0.0
2.1000000000000005,22.28,30.0,35.0,45.72,0.0
2.1500000000000004,22.28,27.0,37.0,44.72,0.0
2.2000000000000006,24.28,31.0,35.0,43.72,0.0
2.2500000000000004,24.28,30.0,34.0,41.72,0.0
2.3000000000000003,26.28,30.0,31.0,41.72,0.0
2.3500000000000005,26.28,30.0,29.0,40.72,0.0
2.4000000000000004,25.28,26.0,32.0,40.72,0.0
2.4500000000000006,28.28,22.0,35.0,37.72,0.0
2.5000000000000004,30.28,21.0,36.0,37.72,0.0
2.5500000000000007,30.28,23.0,31.0,37.72,0.0
2.6000000000000005,32.28,24.0,30.0,36.72,0.0
2.6500000000000004,33.28,26.0,29.0,34.72,0.0
2.7000000000000006,35.28,25.0,30.0,34.72,0.0
2.7500000000000004,35.28,27.0,30.0,33.72,0.0
2.8000000000000007,38.28,25.0,28.0,32.72,0.0
2.8500000000000005,37.28,26.0,27.0,30.72,0.0
2.9000000000000004,41.28,25.0,28.0,30.72,0.0
2.9500000000000006,44.28,23.0,28.0,29.72,0.0
3.0000000000000004,45.28,25.0,27.0,26.72,0.0
3.0500000000000007,19.112000000000002,28.0,28.0,50.888,0.0
3.1000000000000005,19.112000000000002,30.0,27.0,47.888,0.0
3.150000000000001,21.112000000000002,30.0,27.0,47.888,0.0
3.2000000000000006,21.112000000000002,31.0,27.0,46.888,0.0
3.2500000000000004,23.112000000000002,30.0,27.0,44.888,0.0
3.3000000000000007,24.112000000000002,29.0,27.0,43.888,0.0
3.3500000000000005,24.112000000000002,29.0,24.0,43.888,0.0
3.400000000000001,27.112000000000002,28.0,26.0,43.888,0.0
3.4500000000000006,32.112,28.0,24.0,43.888,0.0
3.500000000000001,35.112,24.0,29.0,42.888,0.0
3.5500000000000007,39.112,24.0,29.0,41.888,0.0
3.6000000000000005,38.112,25.0,26.0,40.888,0.0
3.650000000000001,38.112,23.0,29.0,40.888,0.0
3.7000000000000006,39.112,24.0,28.0,40.888,0.0
3.750000000000001,40.112,22.0,28.0,40.888,0.0
3.8000000000000007,40.112,24.0,27.0,39.888,0.0
3.8500000000000005,41.112,29.0,27.0,36.888,0.0
3.900000000000001,42.112,28.0,26.0,36.888,0.0
3.9500000000000006,44.112,26.0,27.0,35.888,0.0
4.000000000000001,41.112,28.0,28.0,35.888,0.0
4.050000000000001,20.2448,30.0,25.0,58.7552,0.0
4.1000000000000005,25.2448,30.0,25.0,56.7552,0.0
4.150000000000001,25.2448,28.0,25.0,55.7552,0.0
4.200000000000001,24.2448,29.0,24.0,54.7552,0.0
4.250000000000001,24.2448,29.0,22.0,53.7552,0.0
4.300000000000001,27.2448,30.0,20.0,53.7552,0.0
4.3500000000000005,29.2448,28.0,22.0,52.7552,0.0
4.400000000000001,31.244799999999998,27.0,23.0,51.7552,0.0
4.450000000000001,34.2448,26.0,25.0,50.7552,0.0
4.500000000000001,31.244799999999998,26.0,27.0,50.7552,0.0
4.550000000000001,34.2448,26.0,28.0,48.7552,0.0
4.6000000000000005,35.2448,27.0,27.0,46.7552,0.0
4.650000000000001,38.2448,30.0,28.0,42.7552,0.0
4.700000000000001,36.2448,33.0,26.0,41.7552,0.0
4.750000000000001,34.2448,35.0,26.0,39.7552,0.0
4.800000000000001,33.2448,34.0,28.0,39.7552,0.0
4.8500000000000005,33.2448,37.0,30.0,37.7552,0.0
4.900000000000001,34.2448,34.0,33.0,37.7552,0.0
4.950000000000001,34.2448,34.0,35.0,37.7552,0.0
5.000000000000001,14.49792,33.0,34.0,58.50208,0.0
5.050000000000001,13.49792,34.0,31.0,57.50208,0.0
5.100000000000001,13.49792,32.0,32.0,56.50208,0.0
5.150000000000001,20.49792,31.0,30.0,56.50208,0.0
5.200000000000001,26.49792,28.0,32.0,55.50208,0.0
5.250000000000001,28.49792,32.0,27.0,50.50208,0.0
5.300000000000001,29.49792,30.0,29.0,50.50208,0.0
5.350000000000001,32.49792,34.0,29.0,46.50208,0.0
5.400000000000001,33.49792,31.0,31.0,45.50208,0.0
5.450000000000001,32.49792,31.0,29.0,45.50208,0.0
5.500000000000001,31.49792,32.0,28.0,42.50208,0.0
5.550000000000001,34.49792,32.0,26.0,41.50208,0.0
5.600000000000001,33.49792,26.0,28.0,41.50208,0.0
5.650000000000001,33.49792,27.0,28.0,41.50208,0.0
5.700000000000001,38.49792,28.0,28.0,41.50208,0.0
5.750000000000001,40.49792,25.0,29.0,39.50208,0.0
5.800000000000001,38.49792,26.0,29.0,36.50208,0.0
5.850000000000001,41.49792,28.0,30.0,32.50208,0.0
5.900000000000001,41.49792,30.0,29.0,30.50208,0.0
5.950000000000001,37.49792,31.0,29.0,28.50208,0.0
6.000000000000001,35.49792,28.0,30.0,28.50208,0.0
6.050000000000002,17.999168,28.0,30.0,51.000832,0.0
6.100000000000001,20.999168,30.0,29.0,49.000832,0.0
6.150000000000001,24.999168,30.0,28.0,48.000832,0.0
6.200000000000001,25.999168,28.0,31.0,45.000832,0.0
6.250000000000001,25.999168,29.0,34.0,42.000832,0.0
6.300000000000002,26.999168,29.0,35.0,42.000832,0.0
6.350000000000001,29.999168,29.0,35.0,41.000832,0.0
6.400000000000001,28.999168,32.0,35.0,39.000832,0.0
6.450000000000001,27.999168,33.0,38.0,35.000832,0.0
6.500000000000001,29.999168,33.0,39.0,35.000832,0.0
6.550000000000002,29.999168,33.0,36.0,34.000832,0.0
6.600000000000001,28.999168,31.0,41.0,33.000832,0.0
6.650000000000001,26.999168,30.0,41.0,33.000832,0.0
6.700000000000001,30.999167999999997,29.0,44.0,31.000832000000003,0.0
6.750000000000001,30.999167999999997,31.0,40.0,29.000832000000003,0.0
6.800000000000002,28.999167999999997,35.0,34.0,28.000832000000003,0.0
6.850000000000001,28.999167999999997,36.0,36.0,28.000832000000003,0.0
6.900000000000001,29.999167999999997,35.0,40.0,27.000832000000003,0.0
6.950000000000001,32.999168,34.0,40.0,27.000832000000003,0.0
7.000000000000002,13.1996672,36.0,35.0,45.8003328,0.0
7.050000000000002,14.1996672,33.0,37.0,45.8003328,0.0
7.100000000000001,15.1996672,33.0,35.0,44.8003328,0.0
7.150000000000001,13.1996672,30.0,36.0,43.8003328,0.0
7.200000000000001,16.1996672,31.0,33.0,41.8003328,0.0
7.250000000000002,20.1996672,34.0,29.0,38.8003328,0.0
7.300000000000002,19.1996672,35.0,29.0,34.8003328,0.0
7.350000000000001,20.1996672,34.0,29.0,34.8003328,0.0
7.400000000000001,18.1996672,35.0,27.0,32.8003328,0.0
7.450000000000001,21.1996672,33.0,25.0,29.8003328,0.0
7.500000000000002,19.1996672,33.0,26.0,27.8003328,0.0
7.550000000000002,24.1996672,30.0,29.0,27.8003328,0.0
7.600000000000001,26.1996672,29.0,28.0,27.8003328,0.0
7.650000000000001,26.1996672,29.0,29.0,24.8003328,0.0
7.700000000000001,25.1996672,28.0,28.0,22.8003328,0.0
7.750000000000002,27.1996672,28.0,29.0,22.8003328,0.0
7.800000000000002,31.1996672,33.0,29.0,20.8003328,0.0
7.850000000000001,30.1996672,35.0,27.0,17.8003328,0.0
7.900000000000001,30.1996672,37.0,28.0,17.8003328,0.0
7.950000000000002,29.1996672,36.0,26.0,15.8003328,0.0
8.000000000000002,12.879866880000002,35.0,27.0,33.12013312,0.0
8.05,15.879866880000002,32.0,30.0,33.12013312,0.0
8.100000000000001,15.879866880000002,33.0,33.0,30.12013312,0.0
8.150000000000002,16.87986688,30.0,34.0,29.12013312,0.0
8.200000000000001,16.87986688,32.0,33.0,27.12013312,0.0
8.250000000000002,20.87986688,31.0,33.0,27.12013312,0.0
8.300000000000002,19.87986688,35.0,30.0,24.12013312,0.0
8.350000000000001,17.87986688,33.0,33.0,24.12013312,0.0
8.400000000000002,17.87986688,33.0,33.0,22.12013312,0.0
8.450000000000001,18.87986688,31.0,33.0,21.12013312,0.0
8.500000000000002,21.87986688,29.0,34.0,21.12013312,0.0
8.550000000000002,20.87986688,32.0,34.0,21.12013312,0.0
8.600000000000001,20.87986688,31.0,33.0,20.12013312,0.0
8.650000000000002,23.87986688,29.0,32.0,20.12013312,0.0
8.700000000000001,24.87986688,26.0,31.0,20.12013312,0.0
8.750000000000002,24.87986688,26.0,29.0,20.12013312,0.0
8.800000000000002,24.87986688,30.0,26.0,17.12013312,0.0
8.850000000000001,25.87986688,28.0,27.0,17.12013312,0.0
8.900000000000002,26.87986688,26.0,27.0,15.120133119999998,0.0
8.950000000000001,29.87986688,27.0,26.0,15.120133119999998,0.0
9.000000000000002,31.87986688,21.0,31.0,15.120133119999998,0.0
9.050000000000002,14.751946752000002,23.0,30.0,33.248053248,0.0
9.100000000000001,18.751946752000002,23.0,25.0,31.248053247999998,0.0
9.150000000000002,20.751946752000002,21.0,26.0,31.248053247999998,0.0
9.200000000000001,19.751946752000002,23.0,27.0,30.248053247999998,0.0
9.250000000000002,21.751946752000002,22.0,28.0,28.248053247999998,0.0
9.300000000000002,22.751946752000002,20.0,27.0,27.248053247999998,0.0
9.350000000000001,20.751946752000002,21.0,28.0,26.248053247999998,0.0
9.400000000000002,27.751946752000002,24.0,27.0,24.248053247999998,0.0
9.450000000000001,30.751946752000002,23.0,27.0,23.248053247999998,0.0
9.500000000000002,32.751946752,24.0,28.0,22.248053247999998,0.0
9.550000000000002,32.751946752,24.0,25.0,22.248053247999998,0.0
9.600000000000001,33.751946752,24.0,24.0,22.248053247999998,0.0
9.650000000000002,32.751946752,22.0,23.0,21.248053247999998,0.0
9.700000000000001,31.751946752000002,24.0,19.0,21.248053247999998,0.0
9.750000000000002,32.751946752,23.0,19.0,21.248053247999998,0.0
9.800000000000002,32.751946752,24.0,19.0,21.248053247999998,0.0
9.850000000000001,36.751946752,24.0,19.0,20.248053247999998,0.0
9.900000000000002,39.751946752,24.0,18.0,20.248053247999998,0.0
9.950000000000001,41.751946752,23.0,20.0,20.248053247999998,0.0
10.000000000000002,42.751946752,25.0,18.0,19.248053247999998,0.0
10.050000000000002,16.5007787008,26.0,18.0,45.4992212992,0.0
10.100000000000001,20.5007787008,23.0,20.0,45.4992212992,0.0
10.150000000000002,21.5007787008,25.0,19.0,43.4992212992,0.0
10.200000000000003,23.5007787008,23.0,20.0,42.4992212992,0.0
10.250000000000002,28.5007787008,22.0,20.0,40.4992212992,0.0
10.300000000000002,29.5007787008,19.0,19.0,40.4992212992,0.0
10.350000000000001,31.5007787008,18.0,17.0,38.4992212992,0.0
