sigma,p,S,E,I,W,R
0.25,0.3,157.0,42.333333333333336,41.333333333333336,54.40898586875642,0.0
0.25,0.5999999999999999,157.0,35.666666666666664,32.0,98.48728469841626,0.0
0.25,0.8999999999999999,157.33333333333334,35.333333333333336,34.0,157.1771210565016,0.0
0.5,0.3,157.0,44.666666666666664,48.333333333333336,34.94333333333333,0.0
0.5,0.5999999999999999,157.0,42.0,45.666666666666664,64.19440639999999,0.0
0.5,0.8999999999999999,157.0,40.666666666666664,41.666666666666664,96.08664267533679,0.0
0.75,0.3,157.0,43.333333333333336,49.333333333333336,29.100124143886834,0.0
0.75,0.5999999999999999,157.0,42.666666666666664,44.333333333333336,72.14666666666665,0.0
0.75,0.8999999999999999,157.0,45.333333333333336,52.666666666666664,96.59999999999998,0.0
