sigma,p,S,E,I,W,R
0.25,0.3,65.69227958450432,9.555555555555555,52.666666666666664,126.06330345007648,0.0
0.25,0.5999999999999999,147.76031030245596,20.22222222222222,40.22222222222222,411.47596200909123,0.0
0.25,0.8999999999999999,21.047548851406784,16.22222222222222,14.888888888888891,210.67236496004432,0.0
0.5,0.3,81.34723396124053,24.222222222222218,69.55555555555556,16.384294473567426,0.0
0.5,0.5999999999999999,10.230504820465903,44.666666666666664,16.88888888888889,45.277008570604686,0.0
0.5,0.8999999999999999,60.63828557070099,18.0,101.55555555555554,71.52852181008774,0.0
0.75,0.3,16.517554546920483,13.555555555555557,4.222222222222222,24.66749419978636,0.0
0.75,0.5999999999999999,18.935740718373882,8.222222222222223,8.222222222222223,16.14710893154842,0.0
0.75,0.8999999999999999,53.57255836082286,18.0,16.222222222222225,16.190169445448756,0.0
