sigma,p,S,E,I,W,R
0.25,0.3,387.72948798119614,29.3136,28.838775000000002,60.14371892093206,0.0
0.25,0.5999999999999999,504.2548193077523,21.761899999999997,15.846943750000001,267.96995299658846,0.0
0.25,0.8999999999999999,622.8196731592324,39.88,38.34894375000001,993.5346973533195,0.0
0.5,0.3,532.682439989946,24.556193750000002,28.285899999999998,37.601846190559066,0.0
0.5,0.5999999999999999,470.73292261262117,15.00069375,21.279375,144.023308463928,0.0
0.5,0.8999999999999999,650.7752693423731,16.84294375,23.454975,290.89898382107765,0.0
0.75,0.3,478.1844634839485,22.844974999999998,48.35824375,32.77214659117821,0.0
0.75,0.5999999999999999,591.452446142791,22.824775,36.63969375,164.57662162166733,0.0
0.75,0.8999999999999999,634.5609039018408,28.998775000000006,43.978775,207.5504027949738,0.0
