sigma,p,S,E,I,W,R
0.25,0.3,46.92184987235278,26.58,29.535,36.103150127647176,0.0
0.25,0.5999999999999999,38.3783294312591,21.09,23.4775,74.79417056874092,0.0
0.25,0.8999999999999999,27.19696745588755,16.52,18.6475,111.72303254411241,0.0
0.5,0.3,42.88854673716525,30.3825,29.875,15.85910014776583,0.0
0.5,0.5999999999999999,32.10914237176366,29.8225,31.175,35.50382664469787,0.0
0.5,0.8999999999999999,27.12066792218224,27.0675,29.08,54.46933207781776,0.0
0.75,0.3,38.220382435162925,29.19,29.715,11.722456549639583,0.0
0.75,0.5999999999999999,33.54700602772139,29.51,30.5075,25.69799397227861,0.0
0.75,0.8999999999999999,24.596388654827624,29.525,29.875,30.423611345172386,0.0
