sigma,p,S,E,I,W,R
0.25,0.3,19.99679523581133,10.0,10.0,0.0,0.0
0.25,0.5999999999999999,10.04192682143725,6.0,4.0,0.0,0.0
0.25,0.8999999999999999,2.5622000000000025,0.0,0.0,0.0,0.0
0.5,0.3,13.541595899999995,10.0,12.0,0.0,0.0
0.5,0.5999999999999999,6.817899835392007,10.0,15.0,0.0,0.0
0.5,0.8999999999999999,1.366189000000003,8.0,10.0,0.0,0.0
0.75,0.3,14.54444999999999,10.0,13.0,0.0,0.0
0.75,0.5999999999999999,8.019230720000007,10.0,9.0,0.0,0.0
0.75,0.8999999999999999,1.5199390000000015,10.0,8.0,0.0,0.0
