sigma,p,S,E,I,W,R
0.25,0.3,0.0,0.888888888888889,1.5555555555555554,59.52591378023953,0.0
0.25,0.5999999999999999,0.0,44.22222222222223,28.666666666666668,78.39619676705915,0.0
0.25,0.8999999999999999,0.22222222222222224,34.88888888888889,52.666666666666664,187.08781991598497,0.0
0.5,0.3,0.0,2.888888888888889,20.222222222222225,0.876022222222228,0.0
0.5,0.5999999999999999,0.0,20.666666666666668,1.5555555555555554,44.29188892338855,0.0
0.5,0.8999999999999999,0.0,9.555555555555557,14.888888888888891,13.674869958399709,0.0
0.75,0.3,0.0,6.888888888888889,9.555555555555555,0.240000030823409,0.0
0.75,0.5999999999999999,0.0,4.222222222222222,3.5555555555555554,23.819022222222234,0.0
0.75,0.8999999999999999,0.0,0.888888888888889,13.555555555555557,85.5,0.0
