sigma,p,S,E,I,W,R
0.25,0.3,40.64842966554755,22.0,14.0,15.665303517111141,0.0
0.25,0.5999999999999999,32.4167707285749,11.0,6.0,34.58322927142509,0.0
0.25,0.8999999999999999,28.045020342796345,0.0,0.0,101.55414205975805,0.0
0.5,0.3,23.16528004508678,21.0,25.0,1.0935978850420902,0.0
0.5,0.5999999999999999,30.964799340936437,19.0,25.0,15.64927115290969,0.0
0.5,0.8999999999999999,23.174672571249832,20.0,19.0,20.185694970973955,0.0
0.75,0.3,37.0002061100238,25.0,23.0,1.9997938899761536,0.0
0.75,0.5999999999999999,31.682397483046174,25.0,25.0,7.3176025169538335,0.0
0.75,0.8999999999999999,19.500042131028078,26.0,23.0,14.671825908003044,0.0
