sigma,p,S,E,I,W,R
0.25,0.3,20.287638711937102,10.0,13.0,0.0,0.0
0.25,0.5999999999999999,11.775319607145756,7.333333333333333,7.666666666666667,0.0,0.0
0.25,0.8999999999999999,2.8437333333333363,2.0,1.6666666666666667,0.0,0.0
0.5,0.3,17.009666499746995,10.0,15.0,0.0,0.0
0.5,0.5999999999999999,7.554366785934683,10.0,16.666666666666668,0.0,0.0
0.5,0.8999999999999999,1.9435603336666694,9.333333333333334,12.666666666666666,0.0,0.0
0.75,0.3,15.396008719999992,10.0,14.0,0.0,0.0
0.75,0.5999999999999999,8.44362588553435,10.0,12.666666666666666,0.0,0.0
0.75,0.8999999999999999,1.824193000000002,10.0,10.666666666666666,0.0,0.0
