sigma,p,S,E,I,W,R
0.25,0.3,58.62289799873062,29.0,31.0,42.37710200126929,0.0
0.25,0.5999999999999999,61.9251170622277,21.0,21.0,83.38456501723158,0.0
0.25,0.8999999999999999,39.021197738969846,9.0,9.0,135.95497965720367,0.0
0.5,0.3,44.90640211495787,33.0,44.0,10.834719954913165,0.0
0.5,0.5999999999999999,38.776496211585936,35.0,35.0,31.035200659063563,0.0
0.5,0.8999999999999999,40.81430502902604,29.0,43.0,40.7202259928026,0.0
0.75,0.3,46.89962756833945,34.0,28.0,14.100372431660503,0.0
0.75,0.5999999999999999,42.33981916835858,32.0,32.0,17.148125774782145,0.0
0.75,0.8999999999999999,37.32817409199696,35.0,32.0,24.499957868971933,0.0
